cgpa,tenth_percent,twelfth_percent,backlogs,internships,projects,certifications,communication_skill,coding_skill,aptitude_score,technical_skill_score,extracurricular,ats_score,academic_score,experience_score,skill_score,placed
5.7,70.6,95.7,0,0,3,0,6,4,40.4,56.6,1,67.1,0.7009,0.18,0.4612,1
9.37,69.6,88.0,1,0,2,0,7,6,50.7,39.2,4,33.8,0.8625,0.12,0.6021,1
6.05,45.0,61.3,0,0,1,4,3,3,42.2,83.2,1,23.2,0.5682,0.22,0.3367,0
7.87,68.1,58.7,0,3,1,3,5,6,56.5,44.1,0,38.7,0.7107,0.68,0.5594,1
6.44,55.8,69.3,1,1,0,0,4,7,54.6,70.9,0,45.7,0.6349,0.1667,0.5638,0
7.29,74.7,65.8,1,0,4,3,7,6,48.5,39.9,0,92.6,0.7156,0.36,0.5954,1
6.5,73.8,83.6,0,3,3,0,8,4,69.4,56.0,1,57.0,0.7187,0.68,0.6081,1
7.82,80.4,77.6,0,0,2,3,4,2,38.8,62.7,4,66.7,0.7858,0.24,0.3165,1
7.35,88.8,46.0,1,0,3,1,1,4,20.0,57.3,1,74.8,0.7044,0.22,0.25,0
6.71,71.7,74.0,0,0,1,2,7,3,47.7,50.7,3,46.9,0.6995,0.14,0.4731,1
6.04,99.4,65.7,0,1,0,2,5,3,96.7,46.6,0,56.8,0.7148,0.2467,0.5602,0
7.49,74.8,68.5,0,2,1,0,5,4,67.2,48.1,0,59.6,0.7329,0.3933,0.5115,1
5.87,56.3,71.2,0,0,3,4,7,5,42.8,43.5,0,65.9,0.6121,0.34,0.5383,1
7.67,65.3,83.6,2,1,1,0,4,3,66.0,60.7,1,52.7,0.7556,0.2267,0.438,0
10.0,67.5,80.7,0,0,0,4,4,2,55.6,86.1,4,73.8,0.8706,0.16,0.3668,1
8.69,79.1,58.3,4,0,1,0,4,3,65.0,61.1,0,74.9,0.7777,0.06,0.4349,0
7.99,60.6,67.2,0,1,2,0,6,8,73.9,65.1,1,49.9,0.7192,0.2867,0.7216,1
7.11,68.4,62.2,1,1,2,0,7,6,61.5,73.4,3,68.7,0.6818,0.2867,0.6344,1
5.07,70.1,46.1,0,1,1,1,8,3,60.2,47.3,1,62.0,0.5439,0.2667,0.5405,0
5.75,66.6,66.6,1,0,3,2,6,7,84.8,24.3,1,98.0,0.6203,0.26,0.7143,0
8.61,81.7,92.0,2,0,4,2,5,4,67.7,55.0,1,71.1,0.8649,0.32,0.5131,1
6.33,79.7,45.7,0,1,1,3,7,9,61.5,69.5,2,62.0,0.6302,0.3467,0.7545,1
6.43,86.0,67.7,0,1,4,2,3,5,58.8,89.2,1,44.8,0.7058,0.4867,0.4663,1
7.02,68.0,67.3,3,0,3,2,8,6,47.8,38.3,2,36.4,0.6891,0.26,0.6234,0
6.03,86.4,71.7,3,0,3,1,5,6,35.6,73.7,2,64.5,0.697,0.22,0.4967,0
5.85,55.6,55.5,4,1,0,2,5,7,70.1,59.4,0,24.3,0.5703,0.2467,0.6402,0
7.14,55.3,49.5,0,0,3,4,3,4,81.0,48.4,2,84.2,0.6193,0.34,0.4929,0
6.22,57.4,50.1,0,1,2,1,6,7,65.7,37.2,3,17.9,0.5797,0.3267,0.6571,0
6.38,72.1,85.3,0,1,0,1,4,3,68.2,45.1,0,36.5,0.7128,0.2067,0.4446,0
6.34,86.4,55.2,1,0,3,1,5,4,42.0,64.7,0,73.0,0.6712,0.22,0.4361,0
7.77,64.8,61.5,0,1,1,1,2,5,47.3,75.8,1,54.4,0.7044,0.2667,0.4018,0
6.94,66.3,95.4,0,1,3,2,4,6,34.9,20.0,2,58.3,0.7513,0.4267,0.4648,1
7.0,69.4,58.5,1,1,2,0,4,4,53.5,63.7,1,42.6,0.6698,0.2867,0.4405,0
7.86,78.9,72.5,0,2,2,3,6,8,75.7,45.2,3,52.7,0.7711,0.5733,0.7271,1
7.04,66.3,81.8,1,1,0,0,5,7,45.4,46.8,0,67.3,0.7224,0.1667,0.5663,0
6.89,65.6,81.2,0,0,3,0,1,5,56.7,62.1,0,40.0,0.7117,0.18,0.4,1
7.72,55.9,50.7,2,0,1,0,4,3,70.6,87.7,0,50.3,0.6522,0.06,0.4519,0
7.94,65.1,58.7,0,1,3,1,2,7,79.7,42.8,2,55.1,0.7064,0.3867,0.5792,1
7.04,86.1,71.9,1,0,2,3,3,1,28.4,53.4,0,50.1,0.7471,0.24,0.2151,0
7.29,73.1,93.1,0,1,0,4,7,6,49.4,28.2,1,68.5,0.7799,0.3267,0.5983,1
6.34,63.1,58.1,0,0,2,1,2,3,44.7,62.5,3,63.3,0.6201,0.16,0.3141,0
6.25,86.8,61.6,0,0,4,1,6,7,42.2,43.3,0,53.1,0.6837,0.28,0.5867,1
8.05,65.0,73.5,2,0,4,2,4,2,51.1,81.8,0,24.3,0.7484,0.32,0.3533,0
7.69,89.0,76.1,0,2,1,2,4,3,22.9,61.1,3,76.3,0.7972,0.4733,0.3088,1
7.7,88.8,76.8,0,1,1,2,3,5,51.4,50.2,0,38.4,0.7993,0.3067,0.4441,1
7.51,72.7,57.0,1,1,1,1,6,6,58.6,50.3,1,87.0,0.6996,0.2667,0.5959,0
7.25,54.0,61.1,0,0,3,2,6,3,39.2,61.2,1,39.8,0.6503,0.26,0.4177,0
7.97,99.5,70.8,0,2,1,0,2,4,49.3,66.7,2,59.6,0.824,0.3933,0.368,1
8.23,76.6,84.4,0,2,0,1,7,6,58.4,35.1,0,66.4,0.8141,0.3733,0.6251,1
8.2,68.1,64.9,0,0,2,4,3,7,60.2,52.5,3,51.5,0.7427,0.28,0.5505,1
7.09,83.5,67.7,0,1,4,0,6,4,28.6,55.0,2,60.6,0.7324,0.4067,0.4257,1
8.73,80.4,54.7,0,2,1,1,3,3,70.6,58.6,0,49.9,0.774,0.4333,0.4218,1
7.45,87.7,92.2,0,0,3,1,4,2,71.0,77.2,0,89.0,0.8224,0.22,0.4131,1
7.9,64.1,70.0,0,0,1,0,3,5,44.6,30.8,2,58.6,0.7299,0.06,0.4239,0
7.51,75.8,82.0,1,1,2,4,4,6,88.2,71.3,1,52.9,0.7701,0.4467,0.6246,1
7.47,57.8,68.4,1,0,2,0,5,5,66.2,61.2,1,59.4,0.689,0.12,0.5486,0
6.39,80.0,69.1,0,1,4,1,3,3,63.6,46.5,0,75.4,0.6923,0.4467,0.4008,1
7.97,71.7,48.5,0,1,3,3,6,8,70.3,68.7,2,62.0,0.6991,0.4667,0.7109,1
10.0,75.4,40.0,1,0,1,0,6,1,39.4,48.5,0,58.3,0.7885,0.06,0.3382,0
6.79,70.2,84.3,0,0,2,0,10,6,51.6,24.2,1,29.2,0.7257,0.12,0.6949,1
7.28,69.0,69.0,2,1,0,1,7,5,69.1,20.0,2,75.8,0.7089,0.2067,0.6174,1
6.71,61.6,70.7,0,0,1,0,7,5,43.6,34.3,4,61.3,0.6661,0.06,0.5409,1
6.66,81.5,51.8,0,0,5,0,2,3,51.7,45.7,0,47.0,0.6663,0.3,0.335,0
8.9,89.9,56.3,0,0,2,2,1,4,68.8,57.9,1,60.9,0.8103,0.2,0.3965,1
6.46,65.3,81.8,1,2,3,0,4,5,63.6,65.2,0,80.0,0.6908,0.5133,0.5107,0
6.68,78.6,90.6,0,0,0,2,8,4,58.4,50.6,0,67.9,0.7571,0.08,0.5751,0
5.45,77.2,59.9,0,0,3,4,9,1,59.1,31.0,0,90.4,0.6155,0.34,0.4874,1
6.37,72.1,76.7,0,1,3,1,4,8,54.9,48.5,2,70.7,0.6904,0.3867,0.6046,1
5.32,53.7,70.5,1,0,2,1,4,6,73.3,51.3,1,20.3,0.5764,0.16,0.58,0
7.89,56.4,66.4,0,1,1,0,6,5,95.6,84.5,3,77.7,0.7018,0.2267,0.6669,1
10.0,62.6,92.1,1,0,3,0,5,5,63.3,64.5,0,23.6,0.8868,0.18,0.5398,1
6.8,46.3,62.1,0,2,3,1,5,8,81.1,26.8,2,79.3,0.6109,0.5533,0.7132,1
5.37,88.9,84.1,0,0,1,1,6,3,50.1,49.6,1,70.9,0.7009,0.1,0.4504,0
8.19,76.4,73.0,0,0,4,0,10,3,45.7,66.8,2,85.2,0.7829,0.24,0.5572,1
6.4,71.6,67.8,4,0,3,1,7,6,43.8,55.4,4,63.0,0.6686,0.22,0.5814,0
8.63,45.7,85.8,0,2,1,0,8,5,41.5,27.4,4,60.2,0.7603,0.3933,0.5644,1
6.89,50.1,71.8,0,2,2,2,2,2,52.7,68.9,2,77.3,0.6492,0.5333,0.2981,1
6.51,72.0,66.7,2,0,1,1,7,7,73.9,61.2,0,33.8,0.672,0.1,0.7118,0
7.0,95.6,85.9,0,0,2,2,3,5,76.1,52.3,2,55.7,0.8042,0.2,0.5182,1
8.03,63.6,84.2,0,0,3,2,8,3,48.8,41.3,4,50.9,0.7713,0.26,0.5065,1
6.95,82.4,83.6,0,0,3,1,7,5,52.2,72.2,1,47.3,0.7625,0.22,0.5665,1
6.65,66.2,40.0,1,0,1,2,6,5,58.0,24.2,1,44.7,0.5983,0.14,0.5539,0
6.98,72.7,73.7,0,2,2,0,4,4,62.2,28.6,1,57.8,0.715,0.4533,0.4666,1
5.8,86.6,70.8,2,0,2,2,4,5,68.6,42.5,2,67.9,0.6834,0.2,0.5257,0
7.64,67.8,67.5,1,2,2,1,4,6,50.8,60.1,0,81.8,0.7203,0.4933,0.5124,1
5.23,63.7,75.9,0,0,3,2,6,6,54.4,31.8,0,49.9,0.6108,0.26,0.5832,1
6.71,89.0,71.4,0,2,2,2,6,5,82.4,45.7,0,48.4,0.7366,0.5333,0.6272,1
8.04,72.5,76.8,1,0,1,2,8,4,53.0,49.2,1,15.0,0.7752,0.14,0.559,0
7.53,85.1,64.5,2,0,1,2,8,5,47.7,60.8,0,81.4,0.7507,0.14,0.583,0
7.85,63.8,87.5,2,1,3,0,3,7,56.5,50.3,3,30.6,0.7706,0.3467,0.5394,0
7.13,88.9,78.1,0,0,1,1,6,6,59.4,50.4,1,63.6,0.7739,0.1,0.5982,1
8.49,75.3,75.1,1,2,2,0,6,4,30.3,43.0,0,60.3,0.8002,0.4533,0.4308,1
8.22,77.2,74.4,1,1,5,1,5,5,50.0,73.5,2,72.8,0.7899,0.5067,0.5,1
7.69,73.6,83.0,3,3,3,0,7,8,65.6,66.2,0,39.2,0.7761,0.68,0.7267,1
8.22,65.9,81.3,0,2,2,2,6,6,94.1,65.6,2,65.3,0.7791,0.5333,0.7022,1
8.03,72.0,66.5,1,0,1,2,4,5,48.5,41.8,3,84.3,0.7476,0.14,0.4654,0
6.72,66.7,80.9,1,0,2,3,5,7,71.8,46.3,1,59.2,0.7047,0.24,0.6453,1
5.72,83.5,70.3,2,1,2,2,4,3,61.2,63.1,0,39.2,0.6705,0.3667,0.4237,0
7.66,69.6,92.9,1,0,2,2,4,5,78.9,45.0,1,28.6,0.7893,0.2,0.5566,0
7.8,54.0,82.3,2,1,0,3,5,8,46.9,39.2,1,81.8,0.7308,0.2867,0.6106,0
8.4,51.8,59.9,0,0,2,0,3,6,77.9,59.9,1,47.1,0.6993,0.12,0.5636,1
6.17,51.3,98.3,0,1,2,2,6,8,83.2,32.8,2,50.7,0.6824,0.3667,0.7497,1
6.2,79.4,40.7,0,0,4,1,8,4,84.0,51.4,0,98.0,0.6104,0.28,0.652,1
7.71,58.2,76.3,2,0,3,1,5,4,83.7,70.2,2,71.6,0.7215,0.22,0.5611,1
7.12,75.6,58.9,0,3,1,4,7,7,61.4,57.5,1,75.6,0.6925,0.72,0.6743,1
5.13,73.6,92.5,1,2,1,1,5,1,68.5,37.2,1,84.5,0.6716,0.4333,0.3956,0
7.61,71.2,71.3,4,0,2,4,3,5,50.4,63.0,0,26.9,0.7369,0.28,0.4413,0
5.16,77.3,57.7,2,0,2,3,9,7,20.0,44.8,0,82.6,0.5955,0.24,0.61,0
6.16,73.9,64.5,1,1,0,3,1,6,62.6,69.4,1,85.1,0.6541,0.2867,0.4578,0
8.69,45.0,58.7,1,0,4,2,5,1,55.1,63.7,2,47.0,0.6936,0.32,0.3553,0
9.21,68.1,64.0,0,1,4,2,4,2,75.3,49.1,4,68.5,0.7907,0.4867,0.426,1
5.86,77.1,63.7,0,1,4,1,8,4,73.5,42.3,0,72.4,0.6452,0.4467,0.6205,1
6.84,91.7,58.2,0,0,2,1,5,5,38.9,40.6,3,42.3,0.7167,0.16,0.4666,0
7.25,92.2,71.5,1,0,3,3,10,6,100.0,99.0,1,71.5,0.7717,0.3,0.84,1
9.16,55.6,73.1,0,0,3,1,5,4,65.0,20.0,4,43.6,0.7798,0.22,0.505,1
6.66,67.8,55.0,0,0,2,1,4,6,34.9,25.1,0,98.0,0.64,0.16,0.4647,1
6.68,53.2,46.4,1,1,0,5,2,5,37.4,73.7,1,57.9,0.5829,0.3667,0.3722,0
8.9,90.2,72.0,0,0,1,1,7,4,20.0,70.1,2,65.2,0.8509,0.1,0.43,1
6.79,84.2,74.9,2,3,1,3,3,6,71.7,61.1,1,25.7,0.7371,0.68,0.5452,1
7.99,76.2,77.5,0,1,3,1,4,3,48.5,21.1,4,62.1,0.784,0.3867,0.3855,1
5.58,74.0,75.2,2,0,2,0,7,6,42.9,64.2,3,77.0,0.6517,0.12,0.5786,0
7.01,88.6,88.4,0,1,5,2,7,3,46.4,38.3,1,38.9,0.7931,0.5467,0.4692,1
5.37,86.5,81.0,1,0,2,1,4,5,52.6,53.3,0,45.6,0.6875,0.16,0.4778,0
6.04,85.9,100.0,1,0,0,3,4,5,68.4,61.9,0,42.2,0.7667,0.12,0.5251,0
8.12,77.5,100.0,0,1,2,0,2,4,28.4,63.6,0,34.2,0.8499,0.2867,0.3052,1
7.15,67.8,45.1,0,0,1,0,1,6,38.7,43.9,2,31.7,0.6396,0.06,0.3862,0
6.85,81.2,40.0,2,0,4,3,6,8,66.4,76.8,0,73.5,0.6455,0.36,0.6991,1
6.38,81.8,67.9,0,0,1,1,7,2,47.3,68.8,1,32.2,0.6931,0.1,0.4319,1
6.96,69.7,74.6,1,0,1,2,6,6,68.5,38.7,0,22.9,0.7085,0.14,0.6254,0
7.53,67.8,67.0,0,1,2,1,5,7,49.0,46.8,3,45.4,0.7136,0.3267,0.5771,1
8.28,85.6,77.1,1,3,3,4,4,4,86.3,42.1,0,55.9,0.8209,0.84,0.539,1
4.31,92.0,64.5,0,1,2,4,8,6,61.8,53.9,2,65.4,0.6068,0.4467,0.6653,1
6.29,63.0,59.0,1,3,0,2,2,4,80.1,65.7,1,39.0,0.6192,0.58,0.4602,0
7.38,68.8,60.9,1,1,3,1,4,7,67.3,23.5,1,44.4,0.6932,0.3867,0.602,1
7.09,76.2,65.4,0,0,0,5,5,1,68.4,21.3,2,64.7,0.7086,0.2,0.3952,0
7.64,77.8,79.0,0,2,2,3,5,7,44.5,40.9,0,71.3,0.7742,0.5733,0.5634,1
7.49,65.7,61.7,2,0,2,2,5,2,79.0,78.0,2,77.4,0.6932,0.2,0.467,0
6.86,94.6,64.2,1,0,1,2,4,5,61.9,59.0,0,63.6,0.7403,0.14,0.5057,0
6.62,77.1,75.4,4,2,2,1,6,3,40.8,81.8,0,25.2,0.7122,0.4933,0.4225,0
6.93,78.4,65.4,1,1,0,1,3,7,20.0,52.4,4,39.2,0.706,0.2067,0.4301,0
8.46,93.1,82.5,1,2,1,2,5,4,60.5,40.7,0,77.6,0.8622,0.4733,0.4916,1
6.39,66.6,56.0,1,0,2,2,6,3,85.1,26.5,0,86.9,0.6264,0.2,0.5554,0
7.13,70.9,53.2,3,1,1,2,4,7,41.7,40.9,0,53.4,0.667,0.3067,0.525,0
7.4,57.0,72.0,0,0,0,3,5,6,41.1,44.5,2,51.8,0.6924,0.12,0.5132,1
8.92,69.9,73.3,0,0,2,1,5,4,52.3,20.0,2,37.0,0.8038,0.16,0.4669,1
6.87,54.1,56.8,2,2,3,3,2,3,77.8,40.7,0,80.6,0.6207,0.6333,0.4135,0
8.25,81.0,85.5,3,0,3,1,2,2,24.9,40.6,1,35.9,0.8288,0.22,0.2148,0
8.56,77.0,93.0,0,1,3,4,5,7,46.3,55.4,2,90.3,0.8529,0.5067,0.5689,1
7.13,68.7,59.8,0,2,2,1,4,5,39.9,54.3,2,53.5,0.6778,0.4933,0.4397,1
6.97,70.8,87.3,1,2,2,0,4,5,68.1,60.4,2,39.5,0.7437,0.4533,0.5244,0
6.84,81.1,40.0,1,0,2,2,6,5,55.4,27.4,0,22.9,0.6447,0.2,0.5463,0
6.92,58.4,82.0,0,0,3,0,3,1,51.8,35.7,0,50.1,0.6968,0.18,0.2853,0
8.14,74.5,56.8,1,2,2,0,1,4,54.8,70.7,1,52.7,0.7352,0.4533,0.3543,1
7.45,80.4,80.7,0,1,5,2,8,4,72.1,50.6,1,49.3,0.7754,0.5467,0.6164,1
7.46,50.6,55.5,0,1,2,1,7,6,78.2,69.4,2,55.1,0.6382,0.3267,0.6846,1
5.96,80.2,67.1,1,0,1,3,7,2,76.4,52.6,3,79.9,0.6664,0.18,0.5193,0
6.14,51.9,57.5,0,0,3,0,3,7,68.4,58.2,2,66.1,0.5802,0.18,0.5751,1
9.56,70.6,65.2,1,3,1,1,5,8,82.9,64.0,1,58.5,0.8174,0.6,0.7187,1
7.0,58.0,91.8,0,1,4,1,3,1,41.2,45.5,1,75.6,0.7248,0.4467,0.2537,0
6.35,89.2,66.6,2,1,1,1,5,5,65.0,43.7,0,38.5,0.7068,0.2667,0.5449,0
8.77,58.1,95.4,0,0,2,1,4,5,100.0,43.4,1,67.8,0.8226,0.16,0.62,1
7.51,52.2,63.0,3,0,2,1,3,6,24.9,53.7,0,67.5,0.6635,0.16,0.4048,0
7.84,73.6,87.4,1,1,0,1,6,1,48.4,64.8,2,82.0,0.7943,0.2067,0.3652,1
7.05,67.0,46.9,0,2,3,0,5,5,39.4,48.1,2,30.3,0.6372,0.5133,0.4681,1
6.85,53.9,64.3,4,0,1,2,8,4,63.2,74.6,4,39.4,0.638,0.14,0.5896,0
7.01,78.3,61.0,0,0,2,1,5,4,83.9,84.7,1,40.4,0.699,0.16,0.5616,1
5.68,48.1,88.0,0,1,0,1,1,9,67.7,40.1,0,63.6,0.6242,0.2067,0.593,0
7.1,59.6,70.4,2,0,3,1,2,4,54.1,75.2,0,59.0,0.6801,0.22,0.3823,0
7.53,65.1,40.9,2,0,3,3,9,5,67.8,54.7,3,65.2,0.6412,0.3,0.6735,1
9.24,81.6,51.0,1,1,1,1,4,4,52.8,61.5,0,17.1,0.7933,0.2667,0.4384,0
7.29,87.5,54.8,4,0,3,4,5,5,61.5,52.7,1,81.5,0.7207,0.34,0.5345,0
4.63,85.2,80.1,0,1,3,1,5,6,69.1,75.7,0,59.2,0.6451,0.3867,0.5974,1
7.1,70.2,78.5,0,0,0,5,8,6,89.6,60.9,2,64.9,0.7264,0.2,0.7487,1
10.0,45.0,64.1,0,1,5,1,2,3,66.1,49.1,1,61.7,0.7727,0.5067,0.3783,1
8.15,76.7,60.9,0,2,0,2,7,5,61.9,47.9,1,43.7,0.7515,0.4133,0.5958,1
6.31,89.6,77.3,1,2,3,1,7,5,94.6,34.6,2,64.3,0.7328,0.5533,0.6939,1
7.85,86.8,53.3,0,1,2,4,5,1,22.8,45.3,1,56.4,0.7428,0.4467,0.2584,1
6.38,77.6,73.9,1,1,4,1,6,3,56.3,75.7,1,56.1,0.698,0.4467,0.469,1
5.71,57.7,72.8,0,0,1,2,4,6,44.7,73.4,0,63.9,0.612,0.14,0.494,0
6.82,65.7,64.4,0,0,2,0,2,4,53.7,44.1,0,53.2,0.6662,0.12,0.3811,0
7.3,95.2,73.2,1,0,3,2,6,10,68.9,36.3,0,30.5,0.786,0.26,0.7866,1
5.14,55.0,69.3,0,1,3,2,5,6,75.7,71.2,4,51.7,0.5678,0.4267,0.617,1
5.94,58.2,74.5,1,0,2,1,5,5,48.6,62.3,0,84.3,0.6285,0.16,0.4959,0
7.21,83.3,50.7,1,0,2,2,6,8,70.0,21.4,1,45.0,0.6955,0.2,0.7101,0
6.75,66.8,76.0,1,1,2,3,4,6,41.8,100.0,0,56.7,0.6946,0.4067,0.4855,1
7.63,57.8,81.3,2,1,0,2,8,5,35.0,55.2,1,70.0,0.7296,0.2467,0.5449,0
5.86,90.3,72.2,3,0,1,1,5,2,59.3,83.9,0,93.1,0.6995,0.1,0.4078,0
7.99,77.5,75.8,0,0,1,1,6,6,54.1,58.0,2,50.4,0.7826,0.1,0.5822,1
5.9,67.4,66.6,1,1,1,2,5,7,84.8,37.3,3,32.9,0.6299,0.3067,0.6845,1
9.01,58.3,79.6,0,2,3,1,7,3,96.3,58.3,1,67.1,0.7949,0.5533,0.6189,1
5.31,96.6,68.8,0,1,2,2,5,1,47.0,30.1,2,40.4,0.6792,0.3667,0.3311,1
6.0,71.7,53.1,1,0,2,0,5,2,25.4,52.9,0,60.3,0.6119,0.12,0.3062,0
7.66,88.8,78.7,1,2,0,4,7,8,33.4,36.5,1,65.9,0.8015,0.4933,0.6302,1
9.03,82.7,46.8,2,0,3,2,2,5,43.0,51.5,0,46.4,0.7752,0.26,0.3889,0
7.55,65.7,71.7,1,0,0,1,4,7,61.7,59.2,1,50.1,0.7209,0.04,0.5852,0
7.82,65.8,63.0,1,0,0,3,4,5,53.3,60.0,1,69.7,0.7131,0.12,0.4799,0
7.22,89.4,62.2,1,0,3,3,6,4,35.3,30.2,2,74.7,0.7398,0.3,0.446,0
6.07,89.6,70.2,0,1,1,0,6,9,90.2,44.0,2,55.8,0.703,0.2267,0.8105,1
6.66,49.5,58.8,0,1,3,1,5,4,69.9,21.4,3,58.0,0.6037,0.3867,0.5198,0
5.87,78.6,74.7,0,2,2,1,4,4,89.7,65.6,0,34.8,0.6765,0.4933,0.549,1
5.79,70.5,68.7,1,1,3,1,5,5,25.6,58.4,2,57.1,0.6379,0.3867,0.4267,0
7.64,59.6,60.0,0,0,0,1,6,4,80.9,35.0,2,48.0,0.681,0.04,0.5827,1
5.96,75.1,85.4,0,1,1,1,5,6,55.3,78.9,1,56.4,0.6996,0.2667,0.556,1
7.55,55.8,70.7,0,1,2,0,7,5,50.9,62.9,1,80.5,0.6937,0.2867,0.5628,1
5.77,66.4,76.2,1,1,2,0,6,5,58.4,53.2,2,34.7,0.6449,0.2867,0.5553,0
7.53,62.4,86.4,0,0,3,1,5,3,45.4,47.0,0,76.2,0.7484,0.22,0.4062,0
6.66,66.0,86.2,0,1,1,0,1,1,55.4,44.2,1,58.5,0.7136,0.2267,0.2363,0
8.75,71.1,75.5,0,1,2,2,5,3,75.0,41.6,1,54.5,0.8041,0.3667,0.4951,1
7.56,59.8,64.1,0,0,1,0,6,3,22.7,75.0,1,39.4,0.6875,0.06,0.368,0
8.56,90.9,49.4,0,2,3,0,4,5,85.0,59.7,4,60.0,0.7787,0.5133,0.5749,1
6.37,77.9,70.7,3,0,4,3,6,3,65.1,37.2,0,94.1,0.69,0.36,0.4952,0
7.26,93.5,82.2,0,0,0,2,5,2,56.0,77.0,4,15.0,0.8025,0.08,0.398,0
6.12,70.1,72.6,0,1,0,3,5,2,74.8,53.5,1,19.8,0.6628,0.2867,0.4545,0
6.75,65.4,40.0,1,2,3,5,8,5,64.5,39.4,0,51.8,0.6008,0.7133,0.6336,1
6.91,93.1,79.3,1,1,3,2,6,6,49.4,88.6,0,60.9,0.7766,0.4267,0.5681,1
6.4,65.1,80.1,0,1,2,3,3,3,44.1,36.4,2,71.9,0.683,0.4067,0.3423,1
5.86,69.9,64.1,0,3,2,0,2,4,85.0,41.0,0,63.1,0.628,0.62,0.475,1
5.65,80.6,80.8,3,0,3,2,6,6,31.4,55.0,0,25.6,0.686,0.26,0.5141,0
4.63,57.1,76.2,3,0,1,2,7,5,54.5,60.5,1,66.1,0.5646,0.14,0.5734,0
6.04,80.5,59.1,0,1,5,2,2,7,32.6,42.2,4,51.9,0.651,0.5467,0.4378,1
7.89,79.0,84.5,1,0,3,0,5,4,66.8,20.0,1,70.9,0.8033,0.18,0.5103,0
5.44,87.2,51.5,0,1,3,4,9,3,56.3,55.6,1,42.1,0.619,0.5067,0.5588,1
5.7,82.7,67.3,0,3,3,1,5,7,35.5,37.2,2,27.4,0.6596,0.72,0.5365,1
9.17,87.6,66.0,0,0,4,3,10,4,42.4,48.9,1,46.9,0.8424,0.36,0.5871,1
6.5,70.7,57.3,1,0,0,5,4,3,58.8,41.2,0,63.8,0.6449,0.2,0.4164,0
7.55,61.6,71.9,0,0,4,3,4,6,63.1,36.6,1,61.9,0.7117,0.36,0.5494,1
7.91,97.3,85.0,0,1,1,1,4,7,23.1,50.5,1,55.3,0.8512,0.2667,0.4694,1
7.93,53.7,84.2,0,1,2,1,3,5,45.3,44.3,0,44.0,0.7412,0.3267,0.4259,1
5.53,54.9,77.4,0,3,2,2,2,2,60.9,40.7,0,52.6,0.607,0.7,0.3227,0
6.95,78.8,46.0,0,1,1,2,5,8,79.8,71.4,1,81.7,0.6591,0.3067,0.7093,0
5.42,91.5,50.6,0,3,2,1,5,5,73.1,38.1,0,98.0,0.6263,0.66,0.5693,1
9.89,74.3,70.2,1,0,2,2,4,5,49.8,50.7,2,62.7,0.8556,0.2,0.4694,1
5.45,84.0,67.6,0,0,1,4,4,4,76.0,54.4,1,73.5,0.6511,0.22,0.508,0
6.05,48.1,61.5,0,0,2,1,8,7,52.3,26.3,0,41.9,0.5763,0.16,0.677,0
6.06,66.0,92.8,1,1,1,0,7,2,20.0,36.0,4,79.4,0.6997,0.2267,0.35,1
5.55,49.5,69.4,0,0,2,2,5,2,83.9,54.3,2,48.7,0.5749,0.2,0.4818,0
8.69,81.4,75.1,0,0,2,2,6,8,66.2,53.7,1,32.2,0.8254,0.2,0.6987,1
9.86,53.4,80.8,2,0,3,4,2,3,61.4,41.6,2,75.7,0.8289,0.34,0.3642,0
6.68,56.7,68.7,1,0,3,2,5,6,58.1,54.6,2,56.6,0.6473,0.26,0.5644,0
5.75,78.2,100.0,0,1,2,1,5,7,63.4,59.6,0,80.1,0.7328,0.3267,0.6203,1
4.74,84.7,55.8,0,2,1,2,4,5,58.1,65.0,1,69.9,0.5883,0.4733,0.4944,1
6.93,70.1,60.1,0,0,2,3,5,3,52.8,66.3,0,31.7,0.6721,0.24,0.4284,0
6.85,78.8,55.7,0,1,2,1,5,6,46.2,75.6,3,58.3,0.6791,0.3267,0.5287,1
6.48,78.5,88.3,2,0,0,0,3,7,59.4,56.8,1,38.9,0.7411,0.0,0.5482,0
7.44,69.4,78.4,1,0,3,2,8,5,42.1,31.4,2,77.7,0.7418,0.26,0.5664,1
7.63,58.9,60.9,0,0,0,0,7,3,37.4,50.0,0,56.6,0.6812,0.0,0.4423,0
7.56,78.8,56.8,0,1,5,4,4,5,62.9,33.4,1,43.2,0.7166,0.6267,0.5086,1
6.85,79.4,86.0,0,1,0,0,2,2,75.6,69.4,0,18.5,0.756,0.1667,0.3669,0
5.99,82.7,72.7,0,1,3,1,1,3,43.7,78.3,1,76.0,0.688,0.3867,0.281,0
7.93,75.7,86.3,0,2,1,4,9,4,46.8,54.9,1,48.8,0.8018,0.5533,0.5704,1
7.21,58.0,67.2,0,0,4,0,5,5,27.5,74.8,1,50.3,0.6737,0.24,0.4324,1
8.18,80.3,74.6,2,1,3,0,6,2,34.3,73.6,1,63.7,0.7962,0.3467,0.3629,1
8.07,72.0,71.9,1,1,0,0,3,5,35.0,60.2,0,39.1,0.7632,0.1667,0.395,0
5.64,66.2,59.9,2,0,0,5,4,6,75.5,64.0,2,27.7,0.597,0.2,0.5866,0
5.62,68.5,66.1,2,0,2,5,5,4,26.7,71.1,0,58.5,0.6176,0.32,0.3902,0
6.37,63.7,52.6,3,0,1,1,5,1,66.3,31.3,2,38.2,0.6092,0.1,0.3888,0
